-,-,-
-1.95,0.12,-0.55
-0.79,2.93,-2.93
-0.18,3.66,-3.97
0.67,3.72,-4.09
0.61,2.62,-3.78
1.28,1.89,-3.60
2.56,1.89,-3.78
3.11,1.65,-4.03
2.08,1.10,-4.15
1.28,0.24,-4.15
0.61,-0.49,-3.91
-0.73,-1.71,-4.03
-1.65,-2.08,-4.82
-1.65,-1.46,-5.55
-0.85,-0.61,-4.94
1.04,-0.79,-3.60
2.50,-2.14,-2.38
3.30,-3.91,-1.40
3.48,-5.31,-0.73
1.71,-5.68,-0.67
0.61,-5.07,-1.34
0.92,-3.97,-2.38
2.14,-3.72,-2.32
3.48,-4.27,-0.98
4.15,-5.07,0.00
4.03,-5.43,-0.06
3.48,-5.62,-0.37
2.69,-6.04,-0.79
1.16,-6.10,-1.53
-1.10,-5.74,-2.93
-3.66,-5.62,-4.39
-6.23,-5.98,-5.25
-8.18,-5.86,-5.80
-9.09,-5.19,-5.80
-9.77,-5.49,-5.31
-11.17,-7.51,-4.39
-12.15,-11.29,-3.54
-10.99,-15.56,-2.99
-11.17,-19.29,-2.99
-11.54,-17.40,-4.52
-8.54,-13.06,-5.74
-4.09,-11.41,-6.04
-0.85,-10.56,-6.35
3.11,-11.66,-6.16
6.90,-8.91,-5.31
10.68,-3.97,-3.91
18.31,-1.53,-1.77
31.25,-5.31,5.98
47.00,-5.92,15.81
66.16,-12.82,18.19
86.61,-12.33,19.41
104.86,-18.80,21.67
121.40,-22.77,22.83
134.58,-27.47,17.27
147.58,-32.96,12.15
153.20,-38.39,8.61
151.18,-38.39,0.49
143.07,-32.84,1.28
125.49,-23.68,8.73
100.83,-10.99,7.02
75.01,-5.49,5.80
48.28,0.06,9.28
24.23,0.49,8.54
6.77,0.00,3.11
-2.69,-4.58,-0.18
-7.81,-11.78,-3.05
-13.18,-15.87,-6.23
-19.23,-14.83,-8.36
-25.88,-7.87,-8.06
-30.21,4.52,-6.59
-33.75,15.44,-8.42
-39.98,27.22,-12.45
-44.31,31.68,-12.27
-48.16,41.08,-8.97
-51.45,53.22,-10.44
-51.21,66.16,-15.93
-47.06,73.91,-21.36
-41.20,71.29,-22.09
-35.16,56.76,-17.09
-28.26,36.25,-10.62
-23.19,14.71,-3.91
-21.18,-4.82,4.39
-20.75,-20.45,12.88
-18.86,-33.39,18.37
