-,-,-
-1.65,0.79,-4.76
-0.79,1.59,-2.99
0.12,1.71,0.00
1.22,2.44,2.99
2.56,3.66,5.25
3.54,4.39,7.26
4.03,5.25,8.73
4.21,6.41,10.56
4.58,7.32,13.18
5.13,8.00,16.05
5.98,7.14,18.25
5.68,5.55,19.53
5.37,4.39,20.45
4.88,3.36,20.94
4.15,1.83,19.90
3.36,0.18,17.33
1.95,-1.53,14.59
0.43,-2.69,11.60
-1.71,-4.21,8.00
-3.54,-5.80,4.76
-4.70,-6.71,2.99
-5.25,-7.14,1.40
-4.27,-7.32,-0.73
-2.50,-8.00,-2.93
-0.85,-8.67,-5.55
-0.61,-8.85,-9.70
-1.10,-8.48,-14.59
-1.53,-8.00,-18.62
-1.89,-7.57,-21.48
-0.24,-7.69,-23.50
3.85,-9.58,-24.11
5.49,-13.00,-24.29
7.39,-18.31,-25.27
5.80,-25.15,-22.77
1.71,-33.33,-13.31
-5.19,-40.95,-0.18
-14.04,-45.59,11.17
-19.78,-37.17,-7.08
-17.09,-29.79,-15.87
-14.59,-25.45,-5.43
-12.57,-21.06,-2.75
-7.81,-11.66,-3.11
-2.81,-9.16,-1.95
3.54,-5.31,2.26
3.85,-4.33,15.56
3.17,-5.07,28.99
5.13,-3.78,43.33
4.21,0.18,57.25
4.82,10.50,72.94
7.63,18.07,89.97
10.68,29.05,105.77
12.27,36.62,126.10
15.87,45.10,141.66
23.50,47.00,149.54
28.08,46.45,155.70
29.36,44.43,158.87
25.57,37.05,159.79
23.44,34.30,166.50
20.20,35.03,185.06
10.93,30.94,196.17
5.49,24.90,192.02
0.31,15.01,179.20
-2.38,7.14,170.96
-6.77,2.44,163.76
-3.66,-0.85,162.05
-2.20,-7.08,159.42
-1.10,-16.05,146.00
-3.48,-21.12,120.54
-2.75,-18.55,94.48
-3.72,-13.55,73.79
-7.51,-6.77,52.19
-8.73,-1.65,37.72
-8.30,4.03,8.85
-0.43,12.02,-2.38
1.22,17.70,-8.42
2.56,21.24,-35.77
4.58,24.35,-83.19
10.01,29.42,-128.23
10.50,39.31,-153.56
5.43,48.95,-168.40
-3.48,52.80,-184.08
-10.01,49.26,-201.11
-15.56,40.16,-212.10
-20.63,28.81,-214.90
-22.58,14.16,-210.39
-25.70,-0.06,-197.94
-27.77,-10.38,-174.26
-26.43,-17.70,-142.52
-22.89,-23.86,-106.87
-21.18,-35.95,-69.70
-24.23,-52.00,-36.68
-25.09,-64.39,-14.22
-22.28,-77.27,2.69
-15.50,-89.97,19.29
-12.21,-104.25,38.39
-2.81,-96.25,34.85
-6.77,-71.17,11.05
20.20,-56.03,2.20
32.17,-47.06,2.08
40.95,-41.20,4.09
57.37,-37.60,13.61
74.65,-36.19,18.68
97.41,-49.93,26.55
120.24,-63.35,34.36
131.96,-68.97,38.57
134.64,-67.75,21.73
131.59,-61.52,11.17
122.50,-54.20,13.43
109.62,-41.44,19.71
91.25,-23.38,22.22
74.22,-8.12,18.98
56.15,4.82,21.42
37.78,16.60,19.84
24.23,9.16,16.54
11.60,-2.01,11.29
1.83,-11.35,3.91
-5.37,-18.01,-0.18
-11.96,-17.21,-3.36
-18.37,-10.80,-6.71
-25.09,-3.05,-11.47
-32.84,13.49,-16.91
-46.39,42.05,-16.78
-59.69,65.25,-2.62
-69.09,84.72,14.77
-74.04,95.03,9.40
-74.95,97.96,-11.66
-76.17,97.23,-29.48
-78.61,95.34,-33.20
-79.10,92.59,-25.76
-76.60,86.12,-10.31
-71.29,74.10,12.51
-68.48,58.35,38.82
-66.35,40.04,61.40
-58.53,20.87,76.42
-49.01,1.71,86.55
-39.86,-15.93,95.46
-30.64,-33.63,101.68
-20.87,-52.37,103.27
-12.08,-72.20,100.71
1.65,-80.44,88.01
-7.08,-56.88,33.75
17.46,-37.78,-2.87
43.33,-36.25,-1.40
41.87,-21.55,10.80
47.18,-7.45,16.17
58.65,-4.09,16.66
61.10,-6.53,17.46
63.35,-20.08,13.73
65.80,-22.16,9.52
73.30,-25.70,8.00
88.93,-30.70,13.12
105.65,-30.52,19.65
130.19,-35.34,23.68
153.32,-40.41,48.83
172.06,-44.13,58.72
184.75,-49.56,56.95
180.05,-51.51,47.67
159.48,-37.60,44.49
131.65,-31.25,39.06
111.02,-18.25,35.95
80.20,3.05,28.99
48.71,23.50,21.18
31.49,23.44,21.30
17.58,19.78,18.13
8.30,3.97,10.99
0.00,-10.68,5.74
-10.50,-19.53,0.31
-17.15,-22.22,-3.97
-18.19,-18.19,-5.19
-19.04,-8.85,-5.49
-20.39,3.42,-4.70
-22.46,19.84,-0.92
-27.28,39.67,2.32
-30.88,55.42,0.49
-32.53,69.76,1.53
-27.71,75.20,3.30
-19.23,77.51,-0.73
-10.50,83.13,-16.42
-4.27,89.66,-37.05
-0.49,95.76,-51.57















-,-,-
3.11,1.65,13.67
2.99,1.65,12.02
2.81,1.22,10.25
3.17,0.49,8.67
4.15,0.37,7.57
5.19,0.24,7.14
6.41,-0.49,6.59
7.51,-2.08,5.49
8.30,-3.17,2.93
8.73,-3.66,0.55
6.96,-2.32,-1.40
4.88,0.12,-2.62
3.05,0.79,-2.81
1.77,-0.43,-2.62
1.40,-2.26,-3.17
1.28,-4.09,-3.78
1.28,-4.82,-4.15
0.85,-4.94,-4.39
0.49,-4.64,-4.58
-0.49,-4.09,-4.70
-2.56,-3.54,-4.27
-4.33,-2.50,-3.30
-5.13,-1.89,-1.89
-5.31,-1.71,-0.49
-5.19,-2.08,0.37
-4.39,-2.99,-0.12
-3.54,-3.97,-0.98
-2.69,-4.64,-1.59
-2.26,-4.52,-2.69
-1.16,-4.09,-3.91
-0.79,-3.85,-4.88
-1.28,-3.30,-4.88
-2.44,-2.99,-4.03
-3.54,-2.87,-2.99
-3.85,-2.69,-2.44
-4.09,-2.93,-1.83
-4.33,-3.36,-1.22
-4.88,-3.78,-1.40
-4.03,-4.03,-1.65
-4.21,-6.77,0.98
-4.64,-9.09,0.49
-6.04,-13.24,-2.87
-8.12,-17.03,-6.77
-9.64,-21.06,-8.36
-11.66,-27.47,-4.64
-13.31,-36.74,2.75
-14.71,-47.00,9.70
-18.01,-54.02,11.96
-23.56,-45.84,-8.79
-20.08,-35.16,-23.32
-18.55,-24.05,-12.57
-17.27,-17.33,-0.43
-14.10,-11.66,2.62
-5.55,-5.92,2.26
2.87,-2.56,7.57
5.62,-0.12,22.52
4.82,3.97,33.20
9.09,0.79,37.17
6.41,1.34,47.42
4.82,4.76,59.81
3.54,9.22,75.32
4.09,17.09,90.64
2.81,29.60,110.96
5.55,37.72,136.11
10.31,46.63,163.70
15.50,51.70,184.69
21.91,51.39,209.35
28.08,52.73,231.51
24.90,50.60,246.46
18.74,47.73,252.93
17.58,39.31,260.01
15.81,34.06,252.75
18.07,23.25,237.06
16.24,9.46,214.97
11.84,-3.05,188.66
9.28,-10.19,164.55
5.19,-10.86,151.55
1.59,-12.88,134.22
2.50,-15.87,115.30
0.18,-15.32,99.67
-3.60,-9.70,74.65
-2.44,-6.41,58.23
-5.74,-3.72,46.63
-10.38,1.28,21.55
-8.91,6.65,3.48
-6.90,10.80,-2.75
-3.72,13.31,-10.38
-0.98,15.93,-34.42
2.26,19.96,-73.18
4.64,25.39,-111.39
5.86,34.73,-144.78
5.37,43.21,-174.56
5.25,47.42,-199.10
1.53,47.18,-215.27
-6.16,40.77,-221.74
-11.05,31.68,-222.11
-13.49,19.17,-217.90
-14.22,8.36,-207.40
-16.72,-2.38,-190.73
-19.04,-11.17,-169.62
-21.79,-21.67,-143.49
-21.48,-34.79,-117.37
-32.53,-48.28,-90.27
-32.29,-61.71,-56.52
-30.58,-71.84,-18.68
-28.93,-82.34,16.72
-21.61,-90.94,40.71
-21.61,-98.27,50.11
-22.34,-84.72,26.86
-17.52,-64.45,16.66
20.08,-45.59,11.54
39.06,-43.03,8.61
56.46,-42.66,3.23
69.03,-38.15,9.22
85.39,-43.88,17.94
105.53,-59.33,21.36
127.99,-75.44,27.34
140.87,-83.07,36.99
148.68,-86.55,24.84
148.74,-88.50,7.45
137.15,-84.53,6.10
116.21,-66.04,10.50
93.93,-45.53,11.90
65.98,-22.28,5.62
39.49,-2.75,1.22
17.15,13.37,1.59
2.56,16.66,2.08
-3.97,2.75,1.10
-8.73,-8.12,-1.40
-14.47,-12.33,-4.15
-23.93,-9.70,-9.16
-36.80,4.58,-12.27
-49.68,23.68,-12.45
-60.49,41.63,-11.17
-68.97,52.86,-4.88
-76.97,61.95,7.20
-79.77,68.30,8.79
-78.12,69.64,1.40
-75.62,67.02,-5.00
-75.50,64.09,-6.77
-74.58,60.61,-2.93
-72.39,55.11,6.59
-69.89,48.22,19.90
-67.14,42.11,34.79
-64.21,31.31,47.42
-55.11,18.80,55.30
-42.79,5.31,62.99
-32.41,-11.11,73.97
-19.17,-28.26,86.55
-7.75,-45.96,97.53
4.64,-55.36,88.56
-5.31,-37.23,34.18
14.95,-20.57,2.32
38.09,-24.96,7.14
47.49,-24.48,26.12
58.96,-20.57,39.61
80.08,-15.38,39.06
96.07,-11.35,40.71
114.56,-20.26,49.62
131.77,-24.48,54.99
148.56,-32.78,53.10
163.33,-40.89,45.10
173.71,-42.54,45.04
175.72,-42.91,42.72
172.49,-42.42,43.27
164.92,-42.05,39.31
156.07,-39.00,33.45
140.26,-34.55,32.23
119.32,-29.54,26.73
95.95,-20.81,20.08
76.05,-14.34,9.34
58.47,-7.57,9.28
43.21,-2.44,11.60
28.63,-5.98,7.57
16.42,-12.70,2.87
6.90,-20.08,-1.22
-0.98,-24.96,-4.52
-9.52,-26.86,-7.26
-16.54,-26.06,-10.01
-19.17,-21.06,-10.68















-,-,-
0.31,0.12,0.06
0.37,0.24,0.37
0.18,0.31,0.55
0.12,0.37,0.55
0.31,0.43,0.49
0.24,-0.06,0.43
