
-,-,-
1.71,0.18,-0.67
1.65,0.06,-0.43
1.95,-0.49,0.18
2.75,-0.92,0.55
3.05,-1.22,0.67
3.11,-1.22,1.04
3.17,-1.22,1.10
2.87,-0.85,1.10
2.26,-0.55,0.55
2.20,-0.06,-0.18
1.65,0.00,-0.98
1.59,0.24,-1.89
1.59,0.24,-2.75
1.46,0.31,-3.36
1.71,0.31,-3.91
1.95,0.18,-3.85
2.14,-0.06,-3.48
2.56,-0.43,-2.56
2.87,-0.31,-1.40
2.93,-0.18,-0.49
2.99,0.06,0.00
3.23,0.31,-0.12
3.66,0.79,-0.85
4.39,0.85,-1.83
6.90,0.55,-2.93
9.46,-0.37,-4.27
11.96,-1.22,-5.68
15.75,-2.14,-7.63
22.83,-3.48,-11.11
31.49,-5.68,-19.71
46.14,-6.10,-25.51
50.35,-3.85,-23.44
56.88,-4.70,-36.99
63.29,-4.64,-42.36
71.04,-7.26,-52.61
89.90,-10.07,-55.85
81.97,-9.52,-43.03
80.02,-14.83,-47.91
71.96,-4.15,-33.20
71.23,-4.88,-33.87
68.54,-3.17,-32.29
61.16,-1.77,-19.47
51.64,-2.08,-14.04
45.59,-2.69,-18.74
40.53,1.28,-16.91
35.34,2.69,-12.39
28.75,4.46,-14.16
28.14,3.05,-3.36
22.22,1.40,7.39
13.55,1.59,9.34
6.04,4.09,12.15
-4.39,8.79,13.55
-12.27,14.04,16.30
-16.72,20.02,20.57
-21.30,23.19,23.93
-28.26,23.80,27.10
-31.25,22.52,33.08
-27.89,18.68,47.24
-21.79,15.44,74.40
-13.61,9.77,102.84
-12.08,13.31,115.66
-18.92,27.10,109.74
-22.09,36.01,99.43
-25.94,40.16,91.43
-32.35,41.02,82.70
-36.56,37.23,70.62
-37.17,31.01,59.88
-38.70,25.09,52.12
-38.64,18.31,43.95
-39.25,10.50,33.45
-41.87,1.77,19.84
-42.18,-7.26,0.67
-43.15,-20.08,-22.77
-44.43,-40.59,-42.97
-41.38,-62.99,-56.09
-36.50,-79.22,-63.54
-39.73,-82.03,-56.64
-50.72,-57.56,-44.19
-49.68,-29.54,-55.11
-37.72,-30.58,-48.22
-17.21,-31.56,-26.12
-4.21,-28.99,-9.70
15.63,-28.50,3.36
13.55,-14.40,7.63
17.21,-18.49,7.93
30.33,-37.96,9.52
25.33,-38.64,8.36
30.82,-48.95,7.45
8.97,-32.59,-0.37
25.94,-50.78,6.47
27.40,-52.31,10.62
19.47,-43.76,8.91
28.38,-51.27,8.61
26.49,-45.72,7.87
23.99,-49.01,13.31
21.79,-55.30,14.71
11.41,-45.23,9.83
28.75,-55.48,11.23
14.47,-26.06,3.91
25.51,-26.73,3.91
42.66,-56.82,11.54
22.71,-45.78,6.23
13.37,-35.58,4.21
6.29,-31.92,2.75
13.12,-51.70,3.85
8.48,-53.28,3.54
2.69,-32.41,2.01
9.89,-27.28,6.59
16.30,-25.70,6.90
23.13,-30.64,5.37
21.97,-33.39,4.33
5.00,-17.33,0.92
2.62,-17.64,-0.85
7.26,-32.84,1.04
-0.06,-30.03,2.14
-7.20,-3.97,-0.98
-1.89,0.18,0.55
0.55,1.10,0.31
6.96,2.50,-0.61
14.89,3.72,-2.01
21.18,5.25,-4.21
23.50,11.05,-6.84
30.27,16.85,-9.52
28.14,19.71,-10.99
34.06,20.81,-11.66
41.63,19.96,-11.66
54.38,18.92,-16.17
77.88,19.23,-29.91
101.93,21.24,-43.52
110.90,22.16,-49.80
119.45,26.31,-67.57
114.56,36.19,-51.82
109.19,39.98,-29.85
96.68,23.13,-3.48
86.85,11.78,-6.96
87.16,3.60,-10.25
77.76,7.26,-10.07
73.91,13.73,-32.35
81.54,18.92,-59.27
80.08,29.05,-62.32
73.91,23.68,-60.97
69.40,20.14,-44.07
63.42,21.36,-24.54
69.09,9.77,-24.72
59.69,4.15,-10.44
46.26,2.01,-2.75
43.33,-7.93,1.10
33.87,-10.38,4.88
26.31,-9.95,5.07
21.73,-9.46,5.31
18.25,-7.93,-1.40
14.65,-5.43,-6.35
10.74,-2.75,-8.85
7.08,-0.79,-9.70
3.23,0.73,-8.12
-1.22,2.87,-5.19
-5.62,6.53,0.06
-9.16,10.68,8.12
-11.72,16.72,18.43
-14.16,21.36,29.17
