
-,-,-
1.89,-1.28,-0.61
0.92,-1.59,-0.61
0.55,-1.65,-0.55
0.49,-1.65,-0.43
0.37,-1.53,-0.37
0.49,-1.22,-0.43
0.73,-0.73,-0.55
0.98,-0.24,-0.61
1.04,-0.31,-0.49
0.79,-0.55,-0.49
0.73,-0.85,-0.37
0.85,-1.04,-0.18
0.85,-1.22,-0.18
1.10,-1.65,-0.18
0.61,-1.89,-0.12
0.31,-1.83,-0.06
0.85,-1.71,-0.37
1.16,-1.53,-0.55
1.59,-1.16,-0.55
1.28,-0.98,-0.49
1.40,-0.92,-0.43
1.40,-0.61,-0.55
1.22,-0.55,-0.55
1.65,-0.24,-0.37
1.89,-0.37,-0.24
1.65,-0.98,-0.18
1.16,-1.53,0.18
1.34,-1.65,0.12
3.05,-1.59,0.24
6.35,-1.40,0.43
11.11,-0.73,1.10
14.95,-0.61,2.44
12.94,-2.69,3.78
7.14,-6.71,5.68
2.50,-11.78,8.00
-3.42,-20.20,9.95
-5.68,-31.31,13.12
-5.07,-38.64,16.11
-4.82,-44.62,18.07
2.87,-51.21,21.73
9.28,-53.65,21.79
9.70,-49.19,19.47
10.44,-55.18,18.86
9.34,-73.12,25.02
4.33,-82.34,26.86
7.26,-77.45,28.26
10.07,-71.59,30.40
17.82,-54.63,28.38
20.26,-45.84,21.36
28.99,-48.16,18.01
44.37,-50.35,15.56
57.80,-29.72,6.59
55.18,-20.08,0.12
44.25,-7.93,-7.02
39.49,-10.50,-3.23
38.21,-35.03,4.33
35.71,-42.05,7.02
41.63,-47.67,20.14
39.25,-45.23,22.40
35.28,-42.18,21.06
27.65,-28.02,9.03
24.29,-28.56,3.97
26.73,-38.51,3.91
35.22,-39.43,8.73
32.41,-31.25,8.18
20.26,-18.01,5.07
11.11,-3.78,2.38
11.66,0.79,4.15
15.20,5.55,5.74
17.27,8.85,6.47
18.68,10.31,6.29
20.63,10.07,6.16
22.52,8.42,5.98
22.22,6.29,5.80
18.55,3.36,5.07
12.39,-0.24,4.46
8.06,-4.70,4.46
5.68,-8.54,5.37
1.28,-11.90,6.90
-2.20,-13.49,8.67
-4.15,-13.06,9.52
-7.20,-12.08,8.00
-11.11,-11.11,5.25
-14.10,-11.05,3.48
-15.93,-11.96,2.50
-18.31,-13.12,2.56
-26.37,-14.71,3.60
-38.94,-14.22,6.16
-40.77,-10.62,10.86
-26.37,9.34,27.34
-13.43,25.57,32.59
3.42,52.19,43.09
0.06,50.60,33.33
1.77,47.18,31.68
31.80,71.96,51.21
46.75,70.68,50.11
31.31,49.01,31.07
42.42,64.09,38.39
40.16,61.22,33.57
38.45,63.54,33.57
23.56,54.02,27.77
25.51,59.02,38.33
27.83,60.55,45.17
16.60,45.84,35.03
31.13,59.02,49.44
30.33,47.67,39.79
10.38,36.19,25.27
14.65,39.00,31.62
10.19,24.29,20.26
-2.69,7.93,7.63
3.11,12.33,15.75
5.37,10.99,16.54
-6.10,-0.43,4.82
0.06,8.97,12.88
3.23,14.47,16.91
-8.24,2.56,4.76
1.22,17.27,17.21
25.33,46.45,48.77
26.43,45.65,46.08
8.24,17.40,11.54
29.36,27.83,21.18
46.33,42.60,39.06
21.42,22.46,16.05
19.53,21.06,11.41
14.77,17.64,10.19
0.92,9.95,4.15
-1.89,9.52,6.10
-5.86,5.31,3.48
-8.54,1.28,0.00
-8.97,-2.14,-2.99
-5.55,-2.99,-4.27
-3.72,-2.81,-5.07
-6.35,-2.50,-5.92
-8.36,-1.89,-5.98
-9.16,-1.53,-5.13
-10.68,-0.49,-3.30
-11.96,0.92,-1.28
-6.47,3.60,0.67
1.28,7.08,2.44
8.67,9.40,3.11
14.89,9.58,2.87
17.94,8.06,2.38
14.65,5.74,1.16
7.93,2.93,0.00
0.85,-0.37,-0.92
-5.62,-3.48,-1.89
-8.73,-5.55,-2.75
-8.61,-6.53,-3.66
-7.63,-6.35,-4.33
-5.86,-5.68,-4.82
-2.56,-4.52,-5.43
0.43,-3.11,-5.31
1.53,-1.71,-5.43
2.75,-0.73,-5.62
4.76,0.00,-5.55
5.68,0.31,-5.00
6.84,0.61,-4.21
8.24,0.85,-3.36
10.01,1.04,-2.69
11.66,1.53,-2.01
13.98,1.46,-1.46
11.35,0.92,-1.65
7.26,0.37,-2.08
5.62,-0.24,-1.89
4.03,-1.34,-1.59
3.11,-2.26,-1.28
3.11,-2.81,-0.73
3.60,-3.36,-0.49
5.25,-3.48,-0.67
7.39,-2.93,-0.67
9.34,-2.20,-1.34
8.06,-1.40,-2.44
4.39,-0.98,-3.54
2.87,-0.06,-3.54
3.42,1.40,-2.99
















-,-,-
1.22,-0.73,-1.40
1.34,-0.79,-1.22
1.28,-0.85,-0.98
1.28,-0.85,-0.92
0.92,-1.04,-0.61
0.73,-1.04,-0.49
1.10,-0.98,-0.67
0.92,-0.92,-0.67
1.04,-0.92,-0.98
1.22,-0.85,-1.10
1.22,-1.10,-1.16
0.98,-1.40,-1.10
0.98,-1.59,-1.22
0.85,-1.65,-1.28
0.85,-1.53,-1.22
1.04,-1.83,-1.22
0.73,-1.89,-1.16
0.73,-1.77,-0.92
0.79,-1.77,-0.85
0.24,-1.77,-0.98
0.55,-1.65,-1.16
0.37,-1.46,-1.22
0.12,-1.46,-1.22
0.31,-1.34,-1.16
0.61,-1.10,-1.10
0.92,-0.98,-1.04
1.59,-0.79,-0.85
1.95,-0.67,-0.85
1.46,-0.73,-0.37
1.16,-0.85,-0.06
0.79,-0.98,0.31
-0.55,-1.04,0.61
-1.59,-1.46,0.92
-2.26,-2.20,1.34
-2.87,-3.60,2.08
-3.30,-6.16,3.05
-3.85,-9.58,4.94
